CreditScore,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Male,Female,NumOfProducts_1,NumOfProducts_2,NumOfProducts_3,NumOfProducts_4,France,Spain,Germany
575,53,1,84903.33,0,1,26015.8,1,0,0,1,0,0,0,1,0
626,32,0,0,0,0,187172.54,0,1,0,1,0,0,1,0,0
582,20,4,0,1,1,55763.66,1,0,1,0,0,0,1,0,0
683,40,8,0,1,0,75848.22,1,0,1,0,0,0,0,1,0
850,30,9,121535.18,0,0,40313.47,1,0,1,0,0,0,1,0,0
653,35,6,116662.96,1,1,23864.21,1,0,0,1,0,0,0,1,0
679,60,8,0,1,1,51380.9,1,0,0,1,0,0,1,0,0
549,49,6,124829.16,0,1,93551.36,0,1,1,0,0,0,0,0,1
850,36,2,155180.56,0,0,169415.54,0,1,0,1,0,0,0,1,0
558,32,1,108262.87,1,1,6935.31,0,1,1,0,0,0,0,0,1
528,40,4,0,1,0,25399.7,1,0,0,1,0,0,0,1,0
801,38,5,0,1,0,66256.27,1,0,0,1,0,0,1,0,0
513,48,2,0,1,1,114709.13,1,0,1,0,0,0,0,1,0
666,38,6,99812.88,1,1,158357.97,1,0,0,1,0,0,0,0,1
606,35,2,132164.26,0,1,164815.59,1,0,1,0,0,0,1,0,0
599,45,10,103583.05,1,0,132127.69,1,0,1,0,0,0,0,0,1
544,39,4,142406.43,1,0,146637.45,1,0,0,1,0,0,0,0,1
529,38,7,99842.5,1,0,90256.06,1,0,0,1,0,0,0,1,0
850,41,5,0,1,1,34827.43,0,1,0,1,0,0,1,0,0
497,41,9,0,0,0,22074.48,1,0,1,0,0,0,1,0,0
764,39,5,81042.42,0,1,109805.17,0,1,1,0,0,0,1,0,0
603,48,5,0,1,0,100478.6,0,1,1,0,0,0,1,0,0
609,40,6,0,1,1,97416.34,1,0,0,1,0,0,1,0,0
487,53,4,199689.49,1,1,24207.86,1,0,1,0,0,0,1,0,0
748,33,1,142645.43,0,0,69132.66,1,0,1,0,0,0,1,0,0
710,75,5,0,1,1,9376.89,0,1,0,1,0,0,0,1,0
432,45,3,110219.14,1,0,43046.7,0,1,1,0,0,0,0,0,1
534,51,3,0,0,1,20856.31,1,0,0,1,0,0,0,1,0
607,25,3,0,0,0,187048.72,1,0,0,1,0,0,1,0,0
551,32,4,0,1,0,53420.53,1,0,0,1,0,0,0,1,0
674,45,7,142072.02,1,0,37013.29,1,0,1,0,0,0,1,0,0
525,25,6,0,1,0,89566.64,0,1,0,1,0,0,1,0,0
645,33,8,149564.61,0,0,149913.84,1,0,1,0,0,0,0,0,1
755,43,9,0,1,0,18066.69,0,1,0,1,0,0,1,0,0
708,37,8,153366.13,1,1,26912.34,1,0,1,0,0,0,0,0,1
715,21,6,76467.16,1,1,173511.72,1,0,1,0,0,0,1,0,0
727,26,9,121508.28,1,1,146785.44,0,1,1,0,0,0,1,0,0
559,27,1,0,0,1,1050.33,0,1,1,0,0,0,0,1,0
545,36,8,73211.12,1,0,89587.34,1,0,0,1,0,0,0,1,0
524,22,9,0,1,0,74405.34,1,0,0,1,0,0,1,0,0
707,55,1,0,0,1,54409.48,0,1,0,1,0,0,1,0,0
671,38,0,92674.94,1,0,3647.57,1,0,0,1,0,0,0,1,0
439,52,3,96196.24,1,0,198874.52,1,0,0,0,0,1,0,1,0
667,36,1,114391.62,1,1,53412.54,0,1,1,0,0,0,0,0,1
831,32,9,80262.66,1,0,194867.78,1,0,1,0,0,0,0,0,1
545,33,7,173331.52,1,0,150452.88,0,1,1,0,0,0,0,1,0
604,35,7,147285.52,1,1,57807.05,0,1,1,0,0,0,0,1,0
657,67,5,119785.47,1,1,107534.32,1,0,0,1,0,0,0,1,0
487,36,1,140137.15,1,0,194073.33,0,1,1,0,0,0,0,1,0
750,52,6,107467.56,1,0,126233.18,0,1,1,0,0,0,0,0,1
694,37,8,98218.04,1,0,182354.46,0,1,0,1,0,0,0,0,1
711,35,2,133607.75,1,1,120586.32,0,1,1,0,0,0,0,0,1
551,37,3,0,1,1,50578.4,1,0,0,1,0,0,1,0,0
559,38,8,95139.41,1,1,86575.46,0,1,1,0,0,0,1,0,0
620,29,3,0,0,1,153392.28,0,1,0,1,0,0,1,0,0
660,42,5,0,1,0,115509.59,1,0,0,1,0,0,0,1,0
449,37,6,0,1,0,82176.48,0,1,0,1,0,0,1,0,0
703,26,1,97331.19,1,0,63717.49,0,1,1,0,0,0,0,0,1
795,37,2,139265.63,1,1,198745.94,1,0,0,1,0,0,0,0,1
594,31,9,0,0,1,5719.11,0,1,1,0,0,0,1,0,0
586,34,5,168094.01,0,0,20058.61,1,0,1,0,0,0,0,1,0
613,30,5,131563.88,1,0,170638.98,0,1,0,1,0,0,0,0,1
601,44,3,0,1,0,30607.11,1,0,0,1,0,0,1,0,0
657,50,9,0,0,0,37171.46,1,0,0,1,0,0,1,0,0
531,31,3,0,1,1,42589.33,1,0,1,0,0,0,1,0,0
621,47,7,107363.29,1,1,66799.28,1,0,1,0,0,0,0,0,1
782,33,2,94493.03,0,1,101866.39,0,1,1,0,0,0,1,0,0
528,29,9,170214.23,1,0,49284,0,1,0,1,0,0,0,0,1
696,52,6,139781.06,1,0,27445.4,1,0,1,0,0,0,1,0,0
586,35,7,0,1,0,70760.69,0,1,0,1,0,0,1,0,0
626,26,8,148610.41,0,1,104502.02,0,1,0,0,1,0,0,1,0
498,73,2,170241.7,1,1,165407.96,1,0,0,1,0,0,1,0,0
691,33,1,128306.83,1,1,113580.79,0,1,1,0,0,0,1,0,0
568,47,7,0,1,1,45978.39,0,1,0,1,0,0,1,0,0
715,35,3,0,1,1,152012.36,0,1,1,0,0,0,1,0,0
680,32,7,175454,0,1,77349.92,1,0,1,0,0,0,0,0,1
802,41,6,0,1,0,47322.05,1,0,0,1,0,0,0,1,0
539,22,0,100885.93,1,1,38772.65,0,1,0,1,0,0,1,0,0
494,69,9,93320.8,1,1,24489.44,1,0,1,0,0,0,1,0,0
594,38,6,63176.44,1,1,14466.08,1,0,0,1,0,0,0,0,1
596,33,2,139451.67,0,0,63142.12,1,0,1,0,0,0,1,0,0
649,52,8,49113.75,1,0,41858.43,0,1,1,0,0,0,1,0,0
699,32,1,123906.22,1,1,127443.82,1,0,0,0,1,0,0,0,1
787,40,6,0,1,1,84151.98,0,1,0,1,0,0,1,0,0
604,28,7,0,0,0,58595.64,1,0,0,1,0,0,1,0,0
489,52,1,131441.51,1,0,37240.11,0,1,1,0,0,0,0,0,1
651,56,2,0,1,0,114522.68,1,0,1,0,0,0,1,0,0
698,57,6,136325.48,1,1,72549.27,1,0,0,1,0,0,1,0,0
578,38,4,113150.44,1,0,176712.59,0,1,0,1,0,0,0,0,1
538,42,9,0,0,0,152855.96,0,1,1,0,0,0,0,1,0
696,33,4,0,1,1,73371.65,0,1,0,1,0,0,1,0,0
507,46,8,102785.16,1,1,70323.68,0,1,1,0,0,0,0,0,1
685,34,6,83264.28,0,0,9663.28,1,0,1,0,0,0,0,1,0
705,41,4,72252.64,1,1,142514.66,1,0,0,1,0,0,0,0,1
499,29,6,148051.52,1,0,118623.94,0,1,1,0,0,0,0,0,1
717,76,9,138489.66,1,1,68400.14,0,1,1,0,0,0,1,0,0
510,63,8,0,1,1,115291.86,1,0,0,1,0,0,1,0,0
632,32,6,111589.33,1,1,170382.99,1,0,1,0,0,0,1,0,0
668,39,0,122104.79,1,0,112946.67,0,1,1,0,0,0,0,0,1
744,32,4,96106.83,1,1,79812.77,1,0,1,0,0,0,0,0,1
663,42,7,115930.87,1,0,19862.78,1,0,1,0,0,0,0,0,1
638,37,7,124513.66,1,0,158610.89,0,1,0,1,0,0,0,0,1
688,54,9,0,1,0,191212.63,0,1,1,0,0,0,1,0,0
588,46,8,0,1,0,61931.21,1,0,1,0,0,0,0,1,0
631,33,7,0,1,1,58043.02,1,0,1,0,0,0,1,0,0
687,35,8,100988.39,1,0,22247.27,1,0,0,1,0,0,0,1,0
599,44,10,118577.24,1,1,31448.52,1,0,1,0,0,0,1,0,0
718,28,6,0,1,0,146875.86,1,0,0,1,0,0,0,1,0
730,27,5,0,1,1,116081.93,1,0,0,1,0,0,1,0,0
533,39,2,0,0,1,73669.94,0,1,1,0,0,0,1,0,0
711,28,5,0,1,1,93959.96,0,1,0,1,0,0,0,1,0
555,26,9,0,0,1,158918.03,0,1,0,1,0,0,0,1,0
850,42,9,113311.11,1,1,198193.75,0,1,1,0,0,0,1,0,0
678,41,9,0,0,0,13160.03,0,1,1,0,0,0,1,0,0
576,32,7,0,1,0,4660.91,1,0,0,1,0,0,1,0,0
835,20,4,124365.42,0,0,180197.74,1,0,1,0,0,0,0,0,1
592,42,1,147249.29,1,1,63023.02,1,0,0,1,0,0,1,0,0
774,36,7,103688.19,0,1,118971.74,1,0,1,0,0,0,1,0,0
620,29,1,138740.24,0,0,154700.61,0,1,0,1,0,0,1,0,0
519,39,4,111900.14,1,1,97577.17,1,0,1,0,0,0,0,1,0
734,37,0,152760.24,1,1,48990.5,0,1,1,0,0,0,0,1,0
763,31,7,143966.3,1,1,140262.96,1,0,0,1,0,0,0,0,1
733,51,10,141556.96,1,0,130189.53,1,0,1,0,0,0,1,0,0
650,43,6,0,1,1,16301.91,0,1,0,1,0,0,1,0,0
538,33,5,0,1,0,126962.41,0,1,0,1,0,0,1,0,0
577,46,1,0,1,1,158750.53,0,1,1,0,0,0,1,0,0
792,30,8,0,1,0,199644.2,1,0,0,1,0,0,1,0,0
686,41,10,0,1,1,144272.71,0,1,1,0,0,0,1,0,0
589,29,2,0,0,1,98320.27,1,0,0,1,0,0,1,0,0
530,25,9,162560.32,1,0,64129.03,1,0,1,0,0,0,1,0,0
778,29,7,123229.46,1,0,181221.09,0,1,1,0,0,0,0,0,1
616,31,7,76665.71,1,1,163809.08,1,0,0,1,0,0,0,1,0
550,38,9,140278.99,1,1,171457.06,1,0,0,0,1,0,1,0,0
655,51,3,0,0,1,15801.02,0,1,0,1,0,0,1,0,0
721,46,1,115764.32,0,0,102950.79,1,0,0,1,0,0,1,0,0
499,36,5,131142.53,1,0,174918.46,1,0,0,1,0,0,0,0,1
511,45,5,68375.27,1,0,193160.25,1,0,1,0,0,0,1,0,0
579,39,5,117833.3,0,0,5831,0,1,0,0,1,0,0,0,1
696,36,7,0,1,1,82298.59,0,1,0,1,0,0,0,1,0
681,34,7,0,0,0,130686.59,1,0,0,1,0,0,1,0,0
815,45,7,0,0,1,52885.23,1,0,1,0,0,0,1,0,0
681,30,2,111093.01,1,0,68985.99,1,0,1,0,0,0,0,1,0
641,42,9,132657.55,1,0,35367.19,1,0,1,0,0,0,0,1,0
591,56,9,128882.49,1,1,196241.94,0,1,1,0,0,0,1,0,0
565,59,9,69129.59,1,1,170705.53,1,0,1,0,0,0,0,0,1
487,37,6,0,1,1,126477.41,1,0,0,1,0,0,1,0,0
729,39,4,121404.64,1,1,159618.17,1,0,1,0,0,0,1,0,0
505,45,9,131355.3,1,0,195395.33,0,1,0,0,1,0,0,1,0
580,35,1,102097.33,0,1,168285.85,0,1,1,0,0,0,1,0,0
642,40,1,154863.15,1,1,138052.51,1,0,1,0,0,0,1,0,0
850,41,3,99945.93,1,0,71179.31,0,1,0,1,0,0,0,1,0
616,39,2,121704.32,1,0,55556.3,1,0,0,1,0,0,0,0,1
526,43,3,0,1,0,31705.19,0,1,0,1,0,0,0,1,0
523,35,8,138782.76,1,1,186118.93,1,0,1,0,0,0,0,0,1
663,35,9,0,1,1,195580.28,1,0,0,1,0,0,1,0,0
840,30,8,136291.71,1,0,54113.38,1,0,1,0,0,0,1,0,0
570,42,0,107856.57,1,0,127528.84,1,0,0,1,0,0,0,0,1
676,26,1,108348.66,0,0,60231.74,0,1,1,0,0,0,0,0,1
689,47,1,93871.95,1,0,156878.42,1,0,0,0,1,0,1,0,0
703,45,1,0,1,0,182784.11,0,1,1,0,0,0,0,1,0
491,19,2,125860.2,0,0,129690.5,1,0,1,0,0,0,0,0,1
584,49,8,172713.44,1,0,113860.81,1,0,1,0,0,0,1,0,0
810,51,5,0,0,1,184524.74,0,1,0,1,0,0,1,0,0
745,59,8,0,1,1,36124.98,0,1,1,0,0,0,0,1,0
625,39,3,130786.92,0,1,121316.07,0,1,1,0,0,0,1,0,0
535,29,2,112367.34,1,0,185630.76,0,1,1,0,0,0,1,0,0
729,45,7,91091.06,1,0,71133.12,0,1,0,1,0,0,0,1,0
655,26,7,106198.5,0,1,32020.42,0,1,1,0,0,0,1,0,0
751,47,5,142669.93,1,0,162760.96,1,0,0,1,0,0,1,0,0
525,33,1,112833.35,0,1,175178.56,1,0,1,0,0,0,1,0,0
532,40,5,0,0,1,177099.71,0,1,0,1,0,0,1,0,0
696,43,4,0,1,1,66406.37,0,1,0,1,0,0,0,1,0
786,32,2,104336.43,0,0,59559.81,0,1,0,1,0,0,0,0,1
580,55,6,104305.74,0,1,175750.21,1,0,1,0,0,0,1,0,0
596,47,5,140187.1,1,1,174311.3,1,0,0,1,0,0,0,0,1
683,39,4,0,1,0,171716.81,1,0,0,1,0,0,1,0,0
747,45,1,114959.12,1,0,189362.39,0,1,1,0,0,0,1,0,0
602,33,5,164704.38,0,1,180716.1,1,0,1,0,0,0,1,0,0
779,62,10,119096.55,0,1,116977.89,1,0,1,0,0,0,1,0,0
551,31,1,0,1,1,185105.44,1,0,0,1,0,0,1,0,0
666,47,2,0,1,0,35046.97,1,0,1,0,0,0,1,0,0
526,30,8,0,1,0,36251,1,0,1,0,0,0,0,1,0
849,41,9,115465.28,1,0,103174.5,0,1,1,0,0,0,1,0,0
471,27,4,0,1,0,122642.09,0,1,0,1,0,0,1,0,0
628,43,3,184926.61,1,0,122937.57,1,0,1,0,0,0,0,1,0
674,43,8,85957.88,1,0,8757.39,1,0,0,1,0,0,0,0,1
797,32,10,114084.6,0,1,125782.29,1,0,1,0,0,0,1,0,0
590,29,2,166930.76,1,0,122487.73,0,1,0,1,0,0,0,1,0
588,27,8,0,1,0,20066.38,0,1,1,0,0,0,1,0,0
577,29,7,0,1,1,55473.15,1,0,0,1,0,0,1,0,0
571,38,6,107193.82,0,0,38962.94,0,1,0,1,0,0,1,0,0
680,36,3,116275.12,1,1,63795.8,1,0,1,0,0,0,1,0,0
648,27,7,0,1,1,163060.43,0,1,0,1,0,0,0,1,0
618,39,2,91068.56,1,0,26578.69,1,0,1,0,0,0,1,0,0
648,41,5,123049.21,0,1,5066.76,1,0,1,0,0,0,0,0,1
759,39,6,0,1,1,140497.67,0,1,0,1,0,0,1,0,0
585,40,7,0,0,0,146156.98,1,0,0,1,0,0,1,0,0
774,42,3,137781.65,0,0,199316.19,0,1,1,0,0,0,1,0,0
697,48,2,108128.96,1,1,103944.37,0,1,0,1,0,0,0,0,1
605,39,10,105317.73,1,0,138021.36,1,0,0,1,0,0,0,1,0
676,20,1,80569.73,0,0,68621.98,1,0,1,0,0,0,1,0,0
678,22,4,174852.89,1,1,28149.06,0,1,1,0,0,0,1,0,0
495,45,3,89158.94,1,0,135169.76,0,1,0,0,1,0,0,1,0
787,85,10,0,1,1,116537.96,0,1,0,1,0,0,1,0,0
770,36,2,89800.14,1,1,105922.69,1,0,1,0,0,0,1,0,0
817,45,9,101207.75,0,0,88211.12,1,0,1,0,0,0,0,0,1
659,43,1,106086.42,1,0,26900.63,1,0,0,1,0,0,1,0,0
693,21,1,0,1,1,3494.02,1,0,0,1,0,0,1,0,0
744,47,9,0,1,0,113163.17,1,0,0,1,0,0,1,0,0
829,26,8,101440.36,1,1,19324.5,0,1,0,1,0,0,0,1,0
716,38,4,0,1,0,189678.7,1,0,0,1,0,0,1,0,0
671,34,7,106603.74,1,1,26387.71,1,0,0,1,0,0,1,0,0
835,29,10,130420.2,0,0,106276.55,0,1,0,1,0,0,0,0,1
636,38,1,0,1,0,45015.38,0,1,1,0,0,0,1,0,0
649,29,2,45022.23,1,1,173495.77,1,0,1,0,0,0,0,1,0
621,27,1,74298.43,1,1,52581.96,1,0,1,0,0,0,0,0,1
658,31,3,133003.03,0,1,146339.27,0,1,1,0,0,0,0,0,1
784,48,7,0,1,1,182609.97,1,0,0,1,0,0,0,1,0
783,37,1,136689.66,1,0,197890.65,0,1,1,0,0,0,0,1,0
615,32,4,0,1,1,6225.63,1,0,0,1,0,0,1,0,0
791,44,5,0,1,1,123977.86,0,1,0,1,0,0,1,0,0
762,53,1,102520.37,1,1,170195.4,1,0,1,0,0,0,1,0,0
607,35,2,0,1,1,114190.3,1,0,0,1,0,0,1,0,0
601,34,5,0,1,0,27022.57,0,1,0,1,0,0,1,0,0
540,67,1,88382.01,0,1,59457,1,0,1,0,0,0,0,1,0
812,44,4,115049.15,1,0,165038.41,1,0,0,1,0,0,1,0,0
685,58,1,104796.54,1,1,154181.41,1,0,1,0,0,0,1,0,0
680,33,1,123082.08,1,0,134960.98,1,0,1,0,0,0,1,0,0
680,58,8,0,1,1,65708.5,0,1,0,1,0,0,0,1,0
631,33,8,0,0,0,117374.22,0,1,0,1,0,0,1,0,0
569,43,7,0,1,1,77703.19,0,1,0,1,0,0,1,0,0
584,33,3,88311.48,1,1,177651.38,1,0,0,1,0,0,0,0,1
582,40,9,0,1,1,60954.45,0,1,0,0,1,0,1,0,0
609,32,7,71872.19,1,1,151924.9,1,0,1,0,0,0,1,0,0
506,35,6,110046.93,1,0,26318.73,1,0,0,1,0,0,0,1,0
503,42,8,104430.08,1,1,147557.71,1,0,1,0,0,0,1,0,0
503,28,5,0,1,0,125918.17,0,1,0,1,0,0,1,0,0
806,31,10,138653.51,1,0,190803.37,1,0,1,0,0,0,0,0,1
653,31,7,102575.04,1,1,11043.54,0,1,1,0,0,0,1,0,0
666,43,7,137780.74,1,1,119100.05,1,0,0,1,0,0,1,0,0
674,32,2,0,1,0,140579.17,1,0,0,1,0,0,0,1,0
798,32,7,0,0,1,37731.95,1,0,0,1,0,0,1,0,0
740,30,8,105209.54,1,0,1852.58,0,1,1,0,0,0,1,0,0
531,32,0,109570.21,1,1,172049.84,0,1,0,1,0,0,0,0,1
614,44,6,118715.86,1,0,133591.11,0,1,1,0,0,0,0,0,1
556,35,10,0,1,1,192751.18,1,0,0,1,0,0,1,0,0
678,43,2,153393.18,1,1,193828.27,0,1,0,1,0,0,0,0,1
587,33,6,132603.36,1,0,55775.72,1,0,1,0,0,0,0,0,1
527,36,6,0,1,1,102280.29,0,1,0,1,0,0,0,1,0
757,34,1,129398.01,0,0,44965.44,0,1,0,1,0,0,0,0,1
468,28,3,0,1,0,170661.02,1,0,0,1,0,0,0,1,0
693,29,2,151352.74,0,0,197145.89,1,0,1,0,0,0,1,0,0
483,44,5,136836.49,1,0,192359.9,0,1,1,0,0,0,1,0,0
466,40,4,91592.06,1,0,141210.18,1,0,1,0,0,0,1,0,0
770,30,8,0,1,0,100557.03,0,1,0,1,0,0,1,0,0
734,54,3,0,1,0,130805.54,0,1,1,0,0,0,1,0,0
716,22,8,0,1,1,92606.98,0,1,0,1,0,0,1,0,0
439,36,2,165536.28,1,1,123956.83,1,0,0,1,0,0,1,0,0
538,25,5,62482.95,1,1,102758.43,1,0,1,0,0,0,0,0,1
743,40,8,68155.59,1,0,94876.65,1,0,1,0,0,0,1,0,0
734,43,3,55853.33,0,1,94811.85,0,1,0,1,0,0,0,1,0
656,37,2,0,0,1,67840.81,1,0,0,1,0,0,1,0,0
666,31,2,79589.43,0,0,4050.57,0,1,1,0,0,0,1,0,0
627,41,5,100880.76,0,1,134665.25,1,0,1,0,0,0,0,1,0
480,25,3,174330.35,0,0,181647.13,0,1,0,1,0,0,0,0,1
792,19,7,143390.51,1,0,33282.84,1,0,1,0,0,0,1,0,0
613,59,8,91415.76,0,0,27965,1,0,1,0,0,0,0,0,1
476,30,3,134366.42,1,0,68343.53,1,0,1,0,0,0,0,0,1
539,24,3,0,1,1,198161.07,0,1,0,1,0,0,1,0,0
696,60,8,88786.81,1,1,196858.4,1,0,1,0,0,0,0,1,0
810,35,3,96814.46,1,1,120511.03,1,0,0,1,0,0,0,0,1
763,32,9,160680.41,1,0,30886.35,1,0,1,0,0,0,0,0,1
640,29,3,0,1,0,2743.69,0,1,0,1,0,0,1,0,0
655,47,10,0,1,0,167778.62,0,1,0,1,0,0,1,0,0
526,31,5,145537.21,1,0,132404.64,1,0,1,0,0,0,0,0,1
678,28,4,0,1,1,144423.17,0,1,0,1,0,0,1,0,0
554,45,6,0,1,1,181204.5,0,1,0,1,0,0,1,0,0
597,30,2,119370.11,1,1,182726.22,0,1,1,0,0,0,0,1,0
560,28,1,0,1,1,120880.72,0,1,0,1,0,0,0,1,0
850,47,10,134381.52,0,0,26812.89,0,1,1,0,0,0,0,0,1
546,74,8,114888.74,1,1,66732.63,0,1,0,1,0,0,0,0,1
623,42,1,149332.48,1,0,100834.22,1,0,0,1,0,0,0,0,1
698,40,7,105061.74,1,0,107815.31,0,1,0,0,1,0,1,0,0
620,32,7,0,1,1,34665.79,1,0,0,1,0,0,1,0,0
619,40,10,0,1,1,147093.84,0,1,1,0,0,0,1,0,0
561,21,4,0,1,1,36942.35,1,0,1,0,0,0,1,0,0
753,39,7,155062.8,1,1,16460.77,0,1,1,0,0,0,1,0,0
721,43,3,88798.34,0,0,45610.63,1,0,1,0,0,0,0,1,0
451,33,6,0,1,0,184954.11,1,0,0,1,0,0,1,0,0
680,51,5,143139.87,0,0,47795.43,0,1,1,0,0,0,0,0,1
590,23,7,0,1,0,196789.9,0,1,0,1,0,0,0,1,0
634,27,3,107027.52,1,0,173425.68,1,0,1,0,0,0,0,0,1
676,29,4,140720.93,1,0,36221.18,1,0,1,0,0,0,1,0,0
642,30,8,80964.57,1,0,174738.2,1,0,0,1,0,0,1,0,0
760,39,6,178585.46,1,0,67131.3,1,0,1,0,0,0,1,0,0
736,26,4,135889.13,1,1,165692.03,0,1,1,0,0,0,0,1,0
656,43,7,134919.85,1,0,194691.95,1,0,1,0,0,0,1,0,0
776,33,8,115130.34,0,0,129525.5,1,0,1,0,0,0,0,0,1
832,34,6,138190.13,0,1,146511.2,0,1,0,1,0,0,0,1,0
631,37,9,131519.49,1,1,51752.18,1,0,0,1,0,0,0,0,1
795,56,5,0,1,0,35418.69,0,1,1,0,0,0,0,1,0
648,39,3,126935.98,0,1,57995.74,0,1,0,1,0,0,0,0,1
615,39,4,133707.09,1,1,108152.75,1,0,1,0,0,0,1,0,0
682,27,1,97893.2,1,0,166144.98,0,1,1,0,0,0,1,0,0
694,34,5,127900.03,1,0,101737.8,1,0,1,0,0,0,1,0,0
694,37,10,143835.47,0,1,33326.71,1,0,1,0,0,0,1,0,0
607,44,0,0,1,1,81140.09,1,0,0,1,0,0,1,0,0
664,48,10,0,1,0,140173.17,1,0,1,0,0,0,1,0,0
756,60,2,0,1,1,166513.49,1,0,1,0,0,0,1,0,0
645,40,3,129596.77,1,1,103232.6,0,1,1,0,0,0,1,0,0
653,30,4,0,1,0,120736.04,1,0,0,1,0,0,0,1,0
710,24,2,110407.44,0,0,15832.43,0,1,0,1,0,0,0,0,1
697,76,7,0,0,1,188772.45,0,1,0,1,0,0,1,0,0
619,41,8,142015.76,1,0,114323.66,0,1,0,1,0,0,0,0,1
648,55,1,81370.07,0,1,181534.04,1,0,1,0,0,0,0,1,0
482,48,2,69329.47,0,0,102640.52,0,1,1,0,0,0,0,0,1
548,28,8,116755.5,1,1,158585.17,0,1,0,1,0,0,1,0,0
752,44,6,83870.33,1,0,178722.24,1,0,1,0,0,0,0,1,0
648,39,6,130694.89,1,1,153955.38,0,1,0,1,0,0,1,0,0
643,34,8,117451.47,1,0,65374.86,0,1,1,0,0,0,0,1,0
573,35,9,206868.78,0,1,102986.15,0,1,0,1,0,0,0,0,1
686,39,3,111695.62,0,0,136643.84,0,1,1,0,0,0,1,0,0
644,40,9,137285.26,1,0,77063.63,0,1,0,0,0,1,1,0,0
702,29,6,149218.39,1,1,9633.01,0,1,1,0,0,0,1,0,0
652,51,7,0,0,1,43496.36,1,0,0,1,0,0,1,0,0
641,32,7,0,1,1,24267.28,1,0,0,1,0,0,0,1,0
692,41,8,130701.29,1,0,59354.24,0,1,1,0,0,0,0,0,1
574,34,5,0,0,0,28269.86,1,0,0,1,0,0,0,1,0
643,31,3,167949.48,1,0,143162.34,0,1,1,0,0,0,1,0,0
834,23,4,131254.81,1,0,20199.3,1,0,1,0,0,0,1,0,0
591,28,5,0,1,1,48606.92,1,0,0,1,0,0,1,0,0
470,34,9,0,0,1,89013.67,1,0,0,1,0,0,0,1,0
608,34,7,86656.13,0,1,59890.29,1,0,1,0,0,0,0,1,0
649,37,8,114737.26,1,1,106655.88,0,1,1,0,0,0,0,0,1
665,38,5,0,1,0,156439.56,0,1,0,1,0,0,1,0,0
651,39,6,0,1,0,24176.44,0,1,1,0,0,0,1,0,0
555,62,4,119817.33,0,1,43507.1,1,0,1,0,0,0,0,0,1
637,48,7,130806.99,1,1,132005.85,0,1,0,1,0,0,1,0,0
675,49,0,0,1,1,80496.71,0,1,1,0,0,0,1,0,0
677,40,5,0,1,0,88947.56,1,0,0,1,0,0,0,1,0
850,35,2,80931.75,0,0,12639.67,0,1,1,0,0,0,0,0,1
815,56,3,0,1,1,94248.16,0,1,0,0,1,0,1,0,0
665,32,1,132178.67,0,0,11865.76,1,0,1,0,0,0,0,0,1
485,27,3,0,1,0,141449.86,0,1,0,1,0,0,1,0,0
577,43,6,0,1,1,149457.81,1,0,0,1,0,0,0,1,0
586,35,7,164769.02,1,0,119814.25,0,1,0,0,1,0,1,0,0
722,29,1,107233.85,1,0,24924.92,1,0,0,1,0,0,0,0,1
528,27,7,176227.07,0,1,139481.53,0,1,0,1,0,0,1,0,0
542,39,4,109949.39,1,1,41268.65,0,1,0,1,0,0,1,0,0
552,34,5,0,1,1,1351.41,0,1,0,1,0,0,1,0,0
678,60,10,117738.81,1,0,147489.76,0,1,1,0,0,0,1,0,0
575,37,9,133292.45,1,0,111175.09,0,1,1,0,0,0,0,1,0
669,43,1,160474.59,1,1,95963.14,0,1,1,0,0,0,1,0,0
636,43,6,0,1,0,43128.95,1,0,0,1,0,0,1,0,0
667,55,9,154393.43,1,1,137674.96,1,0,1,0,0,0,0,0,1
652,45,9,110827.49,1,1,153383.54,0,1,1,0,0,0,0,0,1
637,36,10,145750.45,1,1,96660.76,0,1,0,1,0,0,0,0,1
516,45,8,109044.3,0,1,115818.16,0,1,1,0,0,0,0,1,0
801,32,4,75170.54,1,1,37898.5,0,1,1,0,0,0,1,0,0
692,42,2,0,1,0,145222.93,0,1,0,1,0,0,1,0,0
585,28,6,105795.9,1,1,41219.09,0,1,1,0,0,0,1,0,0
590,32,5,0,1,0,59249.83,1,0,0,1,0,0,1,0,0
554,66,8,0,1,1,116747.62,1,0,0,1,0,0,0,1,0
659,49,1,0,1,0,116249.72,0,1,1,0,0,0,1,0,0
690,26,3,118097.87,1,0,61257.83,0,1,1,0,0,0,1,0,0
697,29,0,172693.54,0,0,141798.98,1,0,1,0,0,0,0,0,1
610,36,4,129440.3,1,0,102638.35,1,0,0,1,0,0,1,0,0
599,36,4,0,0,0,13210.56,1,0,0,1,0,0,0,1,0
544,23,1,96471.2,1,0,35550.97,1,0,1,0,0,0,1,0,0
548,46,1,0,1,1,104469.06,0,1,1,0,0,0,1,0,0
635,24,4,140197.18,1,1,142935.83,1,0,1,0,0,0,0,1,0
722,20,6,0,1,0,195486.28,1,0,0,1,0,0,1,0,0
564,33,4,135946.26,1,0,63170,0,1,1,0,0,0,1,0,0
719,69,3,0,1,1,58320.06,1,0,0,1,0,0,1,0,0
547,50,3,81290.02,0,1,177747.03,1,0,0,0,1,0,0,0,1
850,42,8,0,1,0,19632.64,0,1,1,0,0,0,1,0,0
515,60,9,113715.36,1,0,18424.24,1,0,1,0,0,0,0,0,1
